Source Node,Destination Node,Out_d_source,in_d_source,out_d_dest, in_d_dest,Transitive_frnds,Out_d_common_frnds,in_d_common_frnds,Total_frnds,Jaccard_coeff,cosine
4285611.0,4820357.0,1015.0,219.0,0.0,9.0,1.0,0.0,2.0,1118.0,0.0017889087656529517,0.00018008283810552856
1190100.0,379824.0,211.0,158.0,84.0,28.0,12.0,22.0,13.0,331.0,0.10574018126888217,0.0008468834688346884
585502.0,2969163.0,725.0,153.0,0.0,20.0,1.0,0.0,0.0,778.0,0.0,0.0
1522576.0,2561184.0,16383.0,694.0,0.0,14.0,3.0,0.0,7.0,16852.0,0.00041538096368383577,2.9279147391227968e-05
2713553.0,3411339.0,522.0,39.0,198.0,255.0,12.0,21.0,3.0,909.0,0.026402640264026403,9.443873877064372e-05
317450.0,906113.0,119.0,29.0,0.0,12.0,0.0,0.0,0.0,149.0,0.0,0.0
2837524.0,888141.0,121.0,30.0,0.0,85.0,0.0,0.0,1.0,228.0,0.0043859649122807015,7.791195948578106e-05
457472.0,1345614.0,858.0,80.0,0.0,10.0,0.0,0.0,0.0,907.0,0.0,0.0
1911325.0,1387118.0,116.0,18.0,0.0,11.0,0.0,0.0,0.0,132.0,0.0,0.0
4800211.0,1334430.0,103.0,220.0,0.0,23.0,0.0,0.0,0.0,319.0,0.0,0.0
1005123.0,3669992.0,158.0,22.0,0.0,35.0,6.0,0.0,10.0,188.0,0.05319148936170213,0.0015873015873015873
2601517.0,921127.0,334.0,194.0,0.0,9.0,0.0,0.0,0.0,416.0,0.0,0.0
36919.0,4313927.0,149.0,13.0,47.0,692.0,1.0,5.0,1.0,885.0,0.006779661016949152,5.0117776775422245e-05
408236.0,4091271.0,167.0,4.0,0.0,12.0,0.0,0.0,0.0,181.0,0.0,0.0
4551495.0,2445548.0,476.0,99.0,0.0,4.0,0.0,0.0,0.0,491.0,0.0,0.0
4481473.0,3326790.0,1089.0,55.0,0.0,9.0,0.0,0.0,0.0,1110.0,0.0,0.0
396249.0,3358668.0,1950.0,37.0,0.0,6.0,0.0,0.0,0.0,1957.0,0.0,0.0
680987.0,2707386.0,261.0,34.0,0.0,6.0,2.0,0.0,3.0,280.0,0.010714285714285714,0.001694915254237288
114036.0,3487676.0,200.0,4.0,1921.0,2903.0,3.0,10.0,0.0,4702.0,0.002126754572522331,1.0161610249406563e-05
2650125.0,2217570.0,301.0,227.0,0.0,13.0,3.0,0.0,3.0,392.0,0.007653061224489796,0.00043706293706293706
3245312.0,707103.0,208.0,39.0,0.0,49.0,1.0,0.0,1.0,256.0,0.00390625,8.262414277451872e-05
1832996.0,1234323.0,1656.0,160.0,0.0,15.0,0.0,0.0,0.0,1687.0,0.0,0.0
2267515.0,3451010.0,353.0,21.0,0.0,9.0,0.0,0.0,0.0,365.0,0.0,0.0
762603.0,2985626.0,16383.0,877.0,0.0,24.0,0.0,0.0,11.0,17194.0,0.0006397580551355124,2.6554654306682118e-05
1740775.0,1146289.0,504.0,39.0,306.0,34.0,21.0,93.0,17.0,729.0,0.15089163237311384,0.0005958184378723865
2323832.0,4676302.0,296.0,53.0,0.0,325.0,4.0,0.0,4.0,634.0,0.006309148264984227,3.526559400484902e-05
2745994.0,2006922.0,2346.0,67.0,0.0,13.0,6.0,0.0,8.0,2368.0,0.0033783783783783786,0.00025502885013867194
983562.0,1831581.0,107.0,3.0,0.0,13.0,0.0,0.0,0.0,121.0,0.0,0.0
2995187.0,1002503.0,800.0,10.0,0.0,16.0,2.0,0.0,2.0,816.0,0.0024509803921568627,0.00015432098765432098
35290.0,2038251.0,270.0,20.0,0.0,31.0,2.0,0.0,2.0,305.0,0.006557377049180328,0.0002224694104560623
1304157.0,4739398.0,228.0,20.0,0.0,111.0,0.0,0.0,0.0,343.0,0.0,0.0
1011943.0,2138392.0,358.0,110.0,663.0,210.0,22.0,32.0,24.0,1104.0,0.050724637681159424,0.0001370654291616491
197733.0,3915159.0,674.0,43.0,0.0,37.0,5.0,0.0,4.0,714.0,0.0056022408963585435,0.00015077839345621773
4484.0,4180470.0,162.0,6.0,0.0,62.0,1.0,0.0,0.0,224.0,0.0,0.0
1284829.0,4345885.0,139.0,14.0,0.0,11.0,3.0,0.0,4.0,150.0,0.02666666666666667,0.0023767082590612004
1153747.0,1896455.0,6014.0,478.0,0.0,8.0,1.0,0.0,0.0,6075.0,0.0,0.0
4123259.0,2674205.0,220.0,36.0,0.0,1.0,0.0,0.0,0.0,236.0,0.0,0.0
2299771.0,470090.0,586.0,62.0,0.0,11.0,0.0,0.0,0.0,614.0,0.0,0.0
2768004.0,2541224.0,255.0,7.0,0.0,139.0,6.0,0.0,1.0,392.0,0.002551020408163265,2.74589488714372e-05
2046027.0,288001.0,857.0,36.0,0.0,6.0,1.0,0.0,1.0,873.0,0.001145475372279496,0.0001866368047779022
2804174.0,1147390.0,551.0,48.0,0.0,1.0,0.0,0.0,0.0,591.0,0.0,0.0
2522315.0,2317057.0,203.0,30.0,0.0,35.0,2.0,0.0,2.0,240.0,0.008333333333333333,0.0002452483139178418
3035361.0,3024899.0,249.0,60.0,0.0,26.0,4.0,0.0,3.0,295.0,0.010169491525423728,0.0003734129947722181
3227488.0,346432.0,527.0,45.0,0.0,36.0,12.0,0.0,11.0,554.0,0.019855595667870037,0.0005341880341880342
4546473.0,1368007.0,148.0,89.0,0.0,10.0,0.0,0.0,0.0,200.0,0.0,0.0
4564619.0,541422.0,16383.0,623.0,0.0,4.0,0.0,0.0,0.0,16680.0,0.0,0.0
1041030.0,4010957.0,136.0,43.0,19.0,86.0,12.0,2.0,12.0,225.0,0.06222222222222222,0.0007448789571694599
1280567.0,176964.0,278.0,99.0,0.0,9.0,0.0,0.0,0.0,292.0,0.0,0.0
3867263.0,4608349.0,170.0,53.0,0.0,15.0,0.0,0.0,0.0,237.0,0.0,0.0
3605132.0,2602261.0,613.0,153.0,0.0,8.0,1.0,0.0,0.0,670.0,0.0,0.0
4010880.0,4789713.0,119.0,97.0,0.0,21.0,0.0,0.0,0.0,229.0,0.0,0.0
86345.0,1081967.0,639.0,62.0,16383.0,446.0,19.0,72.0,19.0,17176.0,0.0052980903586399624,7.713741199235848e-06
814491.0,557007.0,176.0,268.0,395.0,897.0,18.0,19.0,104.0,1473.0,0.0835030549898167,0.00021441720358129026
3395367.0,768642.0,398.0,48.0,0.0,15.0,0.0,0.0,1.0,430.0,0.002325581395348837,0.00014947683109118088
4170742.0,2019805.0,1470.0,61.0,0.0,61.0,5.0,0.0,3.0,1530.0,0.00196078431372549,3.21230097118566e-05
4825482.0,3426862.0,13422.0,332.0,0.0,45.0,18.0,0.0,11.0,13457.0,0.0008174184439325258,1.7772607564668056e-05
2989097.0,2684712.0,525.0,71.0,0.0,7.0,1.0,0.0,1.0,539.0,0.0018552875695732839,0.00023969319271332693
4827029.0,226799.0,144.0,21.0,0.0,13.0,0.0,0.0,0.0,159.0,0.0,0.0
3037281.0,3359045.0,834.0,31.0,0.0,20.0,2.0,0.0,2.0,854.0,0.00234192037470726,0.00011560693641618497
3868021.0,436999.0,916.0,32.0,0.0,21.0,2.0,0.0,2.0,937.0,0.0021344717182497333,0.00010046212577858148
2391591.0,2149005.0,1133.0,74.0,0.0,5.0,1.0,0.0,0.0,1144.0,0.0,0.0
2304487.0,1515712.0,274.0,25.0,0.0,1081.0,19.0,0.0,9.0,1341.0,0.006711409395973154,2.7844897731878385e-05
989675.0,4832082.0,1333.0,309.0,90.0,30.0,13.0,14.0,12.0,1483.0,0.01753202966958867,0.0001319529029638652
1461669.0,4247889.0,152.0,34.0,0.0,19.0,1.0,0.0,2.0,176.0,0.011363636363636364,0.0005659309564233164
2464549.0,3177638.0,380.0,101.0,471.0,130.0,66.0,85.0,60.0,799.0,0.18147684605757197,0.0005015895198923486
456182.0,4293726.0,1309.0,437.0,0.0,14.0,4.0,0.0,5.0,1589.0,0.0031466331025802393,0.00020454917362133857
4734827.0,263695.0,184.0,89.0,0.0,24.0,0.0,0.0,0.0,267.0,0.0,0.0
1599640.0,250059.0,215.0,6.0,0.0,5.0,1.0,0.0,1.0,220.0,0.004545454545454545,0.0009049773755656109
4846516.0,3588036.0,4664.0,101.0,0.0,77.0,73.0,0.0,65.0,4678.0,0.013894826849080803,0.00017715757484907538
1805642.0,2905977.0,164.0,43.0,44.0,117.0,5.0,5.0,2.0,326.0,0.02147239263803681,0.00021003990758244065
3798266.0,2932170.0,724.0,41.0,0.0,60.0,0.0,0.0,0.0,785.0,0.0,0.0
258695.0,2443644.0,259.0,91.0,0.0,20.0,8.0,0.0,10.0,320.0,0.03125,0.0014285714285714286
2907742.0,2596748.0,116.0,38.0,88.0,108.0,1.0,4.0,3.0,308.0,0.022727272727272728,0.00023191094619666049
3732616.0,2924211.0,374.0,22.0,0.0,5.0,0.0,0.0,0.0,386.0,0.0,0.0
3239415.0,350052.0,190.0,13.0,0.0,10.0,0.0,0.0,0.0,201.0,0.0,0.0
2003976.0,2117611.0,251.0,59.0,0.0,76.0,7.0,0.0,5.0,331.0,0.015105740181268883,0.00021222410865874363
2498896.0,4457172.0,148.0,40.0,0.0,171.0,4.0,0.0,5.0,341.0,0.01466275659824047,0.00015553067064825183
3561509.0,518527.0,197.0,53.0,0.0,212.0,2.0,0.0,2.0,409.0,0.004889975550122249,3.7735849056603776e-05
3419654.0,3347849.0,10108.0,482.0,0.0,31.0,19.0,0.0,5.0,10173.0,0.000491497100167109,1.5230436504310214e-05
2135300.0,1355433.0,488.0,55.0,0.0,13.0,0.0,0.0,0.0,520.0,0.0,0.0
3729277.0,2669767.0,180.0,143.0,3855.0,299.0,18.0,13.0,63.0,4284.0,0.017740429505135387,5.664278229346626e-05
1642540.0,3902754.0,752.0,32.0,0.0,40.0,2.0,0.0,0.0,798.0,0.0,0.0
3630527.0,2630877.0,271.0,55.0,0.0,13.0,0.0,0.0,0.0,297.0,0.0,0.0
423371.0,1909496.0,504.0,219.0,0.0,9.0,0.0,0.0,1.0,595.0,0.0016806722689075631,0.0001536806516059628
2165257.0,1062916.0,2372.0,256.0,50.0,699.0,41.0,2.0,36.0,3134.0,0.012125079770261647,1.930529391801956e-05
929981.0,1621106.0,125.0,60.0,270.0,36.0,2.0,4.0,0.0,437.0,0.009153318077803204,7.065889418830595e-05
3176150.0,728161.0,138.0,7.0,0.0,12.0,1.0,0.0,1.0,152.0,0.006578947368421052,0.0005747126436781609
857244.0,4747409.0,586.0,51.0,0.0,11.0,0.0,0.0,0.0,611.0,0.0,0.0
4244235.0,361114.0,247.0,199.0,0.0,17.0,0.0,0.0,0.0,367.0,0.0,0.0
50255.0,1285756.0,415.0,133.0,0.0,156.0,5.0,0.0,19.0,674.0,0.028189910979228485,0.00022225341568407261
1458573.0,3002460.0,2863.0,38.0,0.0,19.0,0.0,0.0,0.0,2892.0,0.0,0.0
3860881.0,554781.0,740.0,213.0,0.0,13.0,0.0,0.0,0.0,854.0,0.0,0.0
2291387.0,1090249.0,290.0,78.0,0.0,6.0,0.0,0.0,0.0,328.0,0.0,0.0
4657902.0,4126374.0,781.0,73.0,0.0,3.0,0.0,0.0,0.0,817.0,0.0,0.0
58056.0,115325.0,229.0,467.0,0.0,14.0,0.0,0.0,1.0,555.0,0.0018018018018018018,0.00010262725779967159
2547267.0,223627.0,261.0,51.0,189.0,44.0,1.0,1.0,1.0,463.0,0.004319654427645789,2.7511830086937383e-05
2449901.0,3844681.0,972.0,141.0,0.0,88.0,0.0,0.0,0.0,1100.0,0.0,0.0
1293627.0,2578695.0,895.0,230.0,0.0,35.0,0.0,0.0,2.0,1033.0,0.001936108422071636,5.0793650793650794e-05
4823619.0,2719251.0,153.0,7.0,1348.0,1786.0,10.0,17.0,0.0,2817.0,0.006034788782392616,3.390236119974474e-05
28299.0,4245650.0,114.0,29.0,0.0,19.0,0.0,0.0,0.0,142.0,0.0,0.0
3910633.0,4681497.0,190.0,36.0,0.0,79.0,0.0,0.0,0.0,293.0,0.0,0.0
798194.0,3645402.0,807.0,56.0,0.0,51.0,6.0,0.0,3.0,864.0,0.003472222222222222,6.816167950378297e-05
1856815.0,2645221.0,175.0,9.0,0.0,81.0,3.0,0.0,1.0,255.0,0.00392156862745098,6.709608158883521e-05
1040239.0,2076859.0,140.0,18.0,0.0,29.0,0.0,0.0,0.0,172.0,0.0,0.0
2475103.0,3747121.0,153.0,41.0,0.0,13.0,12.0,0.0,12.0,159.0,0.07547169811320754,0.004758128469468675
2624700.0,3397212.0,319.0,53.0,0.0,8.0,0.0,0.0,0.0,358.0,0.0,0.0
1717215.0,209297.0,567.0,284.0,410.0,10.0,1.0,6.0,1.0,1142.0,0.006129597197898424,1.9584802193497844e-05
1468643.0,2785186.0,296.0,42.0,0.0,330.0,17.0,0.0,13.0,622.0,0.02090032154340836,0.00011655011655011655
1824297.0,2936317.0,399.0,248.0,0.0,3.0,0.0,0.0,1.0,612.0,0.0016339869281045752,0.0005151983513652757
4070858.0,82789.0,421.0,328.0,0.0,30.0,2.0,0.0,3.0,666.0,0.0045045045045045045,0.0001335113484646195
2397350.0,1885772.0,124.0,16.0,0.0,16.0,0.0,0.0,0.0,146.0,0.0,0.0
943237.0,3438610.0,201.0,24.0,0.0,12.0,6.0,0.0,6.0,212.0,0.02830188679245283,0.0022222222222222222
3905860.0,2761780.0,6786.0,220.0,0.0,142.0,22.0,0.0,13.0,6923.0,0.0018777986422071355,1.3067270307543232e-05
2483279.0,3796445.0,150.0,81.0,0.0,23.0,0.0,0.0,0.0,235.0,0.0,0.0
4687718.0,4231673.0,9156.0,107.0,0.0,9.0,0.0,0.0,0.0,9167.0,0.0,0.0
2813534.0,2154788.0,226.0,12.0,0.0,36.0,0.0,0.0,2.0,269.0,0.007434944237918215,0.00023342670401493932
4147637.0,3985256.0,162.0,67.0,0.0,10.0,0.0,0.0,0.0,208.0,0.0,0.0
3488726.0,3696416.0,1063.0,486.0,0.0,14.0,0.0,0.0,1.0,1371.0,0.0007293946024799417,4.611269943742507e-05
96671.0,3540806.0,646.0,60.0,704.0,790.0,67.0,68.0,24.0,1892.0,0.048625792811839326,8.722330303271633e-05
2249817.0,4701481.0,393.0,50.0,52.0,55.0,15.0,11.0,12.0,477.0,0.04821802935010482,0.00048522183076306406
2427862.0,157605.0,732.0,116.0,0.0,24.0,0.0,0.0,0.0,772.0,0.0,0.0
1870252.0,4587927.0,129.0,41.0,0.0,25.0,0.0,0.0,0.0,175.0,0.0,0.0
356212.0,3022466.0,240.0,6.0,135.0,175.0,0.0,12.0,0.0,533.0,0.0225140712945591,0.00015735641227380016
1195867.0,3795428.0,531.0,78.0,0.0,16.0,1.0,0.0,0.0,560.0,0.0,0.0
1695152.0,922698.0,150.0,217.0,0.0,11.0,0.0,0.0,2.0,364.0,0.005494505494505495,0.0004954173891503591
3704735.0,4459963.0,469.0,34.0,0.0,93.0,2.0,0.0,7.0,576.0,0.012152777777777778,0.0001496397956347934
2506958.0,715119.0,16383.0,1306.0,0.0,25.0,0.0,0.0,7.0,17632.0,0.000397005444646098,1.5829046299960428e-05
4506182.0,1210452.0,194.0,34.0,0.0,15.0,0.0,0.0,0.0,226.0,0.0,0.0
2916567.0,1118029.0,201.0,3.0,0.0,174.0,0.0,0.0,0.0,376.0,0.0,0.0
1175131.0,2764155.0,386.0,92.0,0.0,39.0,5.0,0.0,8.0,462.0,0.017316017316017316,0.000429138504452312
1587659.0,4351657.0,225.0,227.0,33.0,94.0,71.0,25.0,71.0,259.0,0.37065637065637064,0.001672357327015539
344857.0,299561.0,216.0,33.0,0.0,118.0,3.0,0.0,3.0,333.0,0.009009009009009009,0.00010210332856851133
740577.0,345878.0,549.0,29.0,502.0,1880.0,31.0,25.0,9.0,2723.0,0.012486228424531766,2.4695016545661085e-05
4502602.0,2719251.0,176.0,28.0,1348.0,1786.0,25.0,37.0,12.0,2821.0,0.017369727047146403,7.664201609169513e-05
3720477.0,4151456.0,134.0,50.0,0.0,24.0,0.0,0.0,0.0,163.0,0.0,0.0
4010880.0,4255891.0,119.0,97.0,0.0,6.0,0.0,0.0,0.0,214.0,0.0,0.0
1051687.0,760273.0,201.0,32.0,8414.0,1237.0,29.0,59.0,17.0,8665.0,0.008770917484131564,3.3797560616592024e-05
1967008.0,2552711.0,170.0,88.0,0.0,11.0,0.0,0.0,1.0,211.0,0.004739336492890996,0.00035236081747709656
4370508.0,651868.0,3080.0,80.0,14.0,310.0,21.0,6.0,4.0,3384.0,0.002955082742316785,9.767151117362088e-06
4173164.0,1887803.0,161.0,11.0,16383.0,2347.0,1.0,2.0,1.0,18801.0,0.00015956598053295037,9.312258657296466e-07
4002040.0,2638026.0,184.0,212.0,0.0,9.0,1.0,0.0,4.0,374.0,0.0106951871657754,0.001122334455667789
1022032.0,1676507.0,221.0,69.0,0.0,30.0,1.0,0.0,1.0,284.0,0.0035211267605633804,0.00011494252873563218
1158472.0,3411622.0,124.0,49.0,0.0,14.0,11.0,0.0,11.0,136.0,0.08088235294117647,0.004541701073492981
3672121.0,3575637.0,114.0,102.0,0.0,2.0,0.0,0.0,0.0,176.0,0.0,0.0
3679213.0,2869821.0,103.0,30.0,0.0,14.0,0.0,0.0,0.0,136.0,0.0,0.0
894626.0,2210089.0,159.0,8.0,0.0,9.0,0.0,0.0,0.0,172.0,0.0,0.0
804782.0,2819270.0,109.0,9.0,0.0,25.0,4.0,0.0,4.0,131.0,0.030534351145038167,0.0013559322033898306
1507311.0,2044607.0,2004.0,289.0,0.0,295.0,96.0,0.0,83.0,2209.0,0.03757356269805342,0.00012270210737173564
2528377.0,3488458.0,128.0,67.0,107.0,266.0,24.0,19.0,23.0,428.0,0.09813084112149532,0.0005774386471437409
2610216.0,1362309.0,143.0,46.0,79.0,440.0,33.0,14.0,18.0,610.0,0.05245901639344262,0.0003262276865359717
1749349.0,3614016.0,915.0,125.0,0.0,16.0,0.0,0.0,0.0,948.0,0.0,0.0
2140041.0,4514220.0,345.0,68.0,0.0,873.0,5.0,0.0,9.0,1230.0,0.007317073170731708,2.4961933052095554e-05
2381149.0,1678620.0,549.0,160.0,0.0,10.0,0.0,0.0,0.0,640.0,0.0,0.0
2904478.0,4335823.0,147.0,73.0,0.0,5.0,0.0,0.0,0.0,194.0,0.0,0.0
4248184.0,662758.0,966.0,339.0,0.0,26.0,5.0,0.0,8.0,1158.0,0.0069084628670120895,0.0002357795461243737
2574044.0,2141618.0,122.0,234.0,16383.0,1425.0,0.0,1.0,7.0,17847.0,0.00044825460861769485,1.2618997143059046e-06
703279.0,1334389.0,128.0,11.0,0.0,61.0,0.0,0.0,0.0,196.0,0.0,0.0
4633109.0,2761323.0,3464.0,161.0,0.0,21.0,7.0,0.0,7.0,3481.0,0.002010916403332376,9.195402298850575e-05
2348693.0,1999143.0,168.0,113.0,0.0,24.0,0.0,0.0,0.0,207.0,0.0,0.0
3730594.0,1431418.0,4500.0,133.0,0.0,3.0,0.0,0.0,0.0,4510.0,0.0,0.0
494447.0,3567158.0,282.0,31.0,0.0,465.0,3.0,0.0,2.0,749.0,0.0026702269692923898,1.3741454532962314e-05
2482027.0,2350371.0,183.0,126.0,99.0,28.0,1.0,1.0,1.0,309.0,0.006472491909385114,5.0964503223504827e-05
4454195.0,2585053.0,282.0,88.0,0.0,67.0,5.0,0.0,9.0,376.0,0.023936170212765957,0.00036304961678096007
2998595.0,735589.0,121.0,146.0,0.0,10.0,0.0,0.0,0.0,270.0,0.0,0.0
1803783.0,1466699.0,221.0,446.0,0.0,8.0,0.0,0.0,0.0,578.0,0.0,0.0
1805387.0,4862031.0,246.0,27.0,0.0,110.0,15.0,0.0,5.0,348.0,0.014367816091954023,0.0001665001665001665
3079567.0,3671691.0,3829.0,101.0,0.0,19.0,0.0,0.0,0.0,3856.0,0.0,0.0
2121274.0,393925.0,151.0,19.0,3.0,508.0,2.0,0.0,0.0,667.0,0.0,0.0
2036829.0,3750485.0,1289.0,28.0,0.0,9.0,2.0,0.0,1.0,1296.0,0.0007716049382716049,8.436682696363789e-05
1385009.0,2245433.0,257.0,34.0,318.0,300.0,10.0,11.0,6.0,750.0,0.02266666666666667,9.452952101335647e-05
3050469.0,3445805.0,796.0,271.0,0.0,5.0,0.0,0.0,0.0,952.0,0.0,0.0
602191.0,588694.0,560.0,24.0,0.0,3.0,0.0,0.0,0.0,567.0,0.0,0.0
4537581.0,3436919.0,423.0,38.0,0.0,265.0,5.0,0.0,5.0,683.0,0.007320644216691069,4.0928252772889126e-05
4428452.0,1189240.0,117.0,15.0,0.0,32.0,4.0,0.0,4.0,145.0,0.027586206896551724,0.000946969696969697
2829060.0,4571887.0,167.0,18.0,0.0,4.0,0.0,0.0,0.0,180.0,0.0,0.0
3901386.0,1303958.0,292.0,61.0,0.0,129.0,6.0,0.0,5.0,436.0,0.011467889908256881,0.0001098008213101434
1946320.0,1596298.0,344.0,114.0,0.0,14.0,0.0,0.0,0.0,405.0,0.0,0.0
1211116.0,4238872.0,16383.0,674.0,173.0,17.0,0.0,1.0,2.0,17080.0,0.0001756440281030445,9.25688789600195e-07
4143291.0,2059900.0,2971.0,207.0,0.0,142.0,49.0,0.0,45.0,3080.0,0.01461038961038961,9.971724620852871e-05
634978.0,2954776.0,195.0,26.0,0.0,79.0,2.0,0.0,2.0,278.0,0.007194244604316547,0.00011455409817286213
1683838.0,982561.0,606.0,47.0,0.0,21.0,0.0,0.0,1.0,642.0,0.001557632398753894,7.29235032450959e-05
1710598.0,4234377.0,587.0,212.0,2170.0,442.0,93.0,139.0,93.0,2662.0,0.08715251690458302,0.00011116498992806859
3103498.0,4423161.0,225.0,189.0,0.0,21.0,1.0,0.0,0.0,349.0,0.0,0.0
4208103.0,2840578.0,790.0,29.0,0.0,24.0,2.0,0.0,6.0,823.0,0.007290400972053463,0.00030525030525030525
1820343.0,2724156.0,202.0,9.0,1743.0,305.0,9.0,16.0,2.0,2167.0,0.008306414397784956,4.1654324644549766e-05
4470532.0,2312899.0,16383.0,842.0,0.0,40.0,1.0,0.0,11.0,17212.0,0.0006390890076690681,1.5965166908563136e-05
3194318.0,678969.0,104.0,124.0,0.0,96.0,1.0,0.0,18.0,301.0,0.059800664451827246,0.0008223684210526315
2898598.0,3284751.0,292.0,51.0,0.0,11.0,0.0,0.0,0.0,305.0,0.0,0.0
3056952.0,4278556.0,101.0,106.0,0.0,11.0,0.0,0.0,0.0,141.0,0.0,0.0
4436038.0,625459.0,321.0,79.0,0.0,27.0,5.0,0.0,5.0,361.0,0.013850415512465374,0.000462962962962963
3911474.0,166668.0,169.0,8.0,0.0,15.0,0.0,0.0,0.0,187.0,0.0,0.0
2460691.0,1725169.0,815.0,143.0,0.0,16.0,0.0,0.0,0.0,869.0,0.0,0.0
1367042.0,935789.0,222.0,93.0,0.0,17.0,9.0,0.0,15.0,293.0,0.051194539249146756,0.0028011204481792717
556037.0,663523.0,100.0,3.0,0.0,7.0,0.0,0.0,0.0,108.0,0.0,0.0
1611365.0,4118815.0,16383.0,482.0,0.0,32.0,6.0,0.0,9.0,16615.0,0.0005416792055371652,1.6676549066113252e-05
422521.0,4353378.0,145.0,24.0,242.0,36.0,9.0,16.0,9.0,387.0,0.06459948320413436,0.0005321186837512239
2672784.0,2265552.0,1424.0,116.0,0.0,12.0,3.0,0.0,3.0,1463.0,0.002050580997949419,0.00016233766233766234
2907742.0,3250540.0,116.0,38.0,196.0,758.0,8.0,7.0,5.0,983.0,0.012207527975584944,8.167932696234583e-05
1031267.0,1344402.0,163.0,54.0,0.0,15.0,0.0,0.0,0.0,202.0,0.0,0.0
3230265.0,3581153.0,16383.0,347.0,0.0,18.0,3.0,0.0,3.0,16598.0,0.00018074466803229305,9.962143853357243e-06
3065333.0,3318352.0,891.0,86.0,0.0,45.0,4.0,0.0,4.0,946.0,0.004228329809725159,9.098146252701012e-05
4273701.0,165628.0,4177.0,98.0,0.0,40.0,18.0,0.0,15.0,4209.0,0.003563791874554526,8.771929824561403e-05
2409078.0,3902784.0,433.0,123.0,935.0,76.0,8.0,48.0,13.0,1384.0,0.04407514450867052,0.00010851852642515068
4466797.0,1034199.0,184.0,25.0,0.0,10.0,0.0,0.0,0.0,204.0,0.0,0.0
4140537.0,1670156.0,153.0,23.0,0.0,8.0,0.0,0.0,1.0,165.0,0.006060606060606061,0.0007102272727272727
3789503.0,2415415.0,190.0,2.0,0.0,661.0,3.0,0.0,0.0,848.0,0.0,0.0
857728.0,1284032.0,6261.0,595.0,0.0,18.0,6.0,0.0,2.0,6379.0,0.00031352876626430476,1.6206404771165564e-05
1101852.0,3981149.0,128.0,92.0,333.0,153.0,36.0,63.0,44.0,513.0,0.20857699805068225,0.0010007482229704451
3792812.0,4455826.0,196.0,18.0,0.0,365.0,2.0,0.0,3.0,563.0,0.0053285968028419185,3.840737421584944e-05
587469.0,2111398.0,5885.0,521.0,0.0,11.0,4.0,0.0,4.0,5899.0,0.0006780810306831666,5.67649646638095e-05
3709644.0,134107.0,251.0,38.0,3.0,3018.0,25.0,1.0,13.0,3254.0,0.0043023970497848806,1.6035387810127264e-05
1985457.0,66554.0,410.0,33.0,0.0,20.0,0.0,0.0,0.0,441.0,0.0,0.0
2240033.0,3565706.0,105.0,21.0,0.0,13.0,0.0,0.0,0.0,119.0,0.0,0.0
1941167.0,3138460.0,122.0,20.0,0.0,12.0,0.0,0.0,0.0,135.0,0.0,0.0
3944523.0,302185.0,4939.0,197.0,0.0,242.0,20.0,0.0,17.0,5165.0,0.003291384317521781,1.3677557220462913e-05
240037.0,4230197.0,532.0,29.0,0.0,1.0,0.0,0.0,0.0,542.0,0.0,0.0
2445963.0,4052297.0,473.0,35.0,0.0,13.0,1.0,0.0,1.0,512.0,0.001953125,0.00015142337976983646
4452324.0,4633109.0,1173.0,169.0,3464.0,161.0,4.0,17.0,7.0,4678.0,0.005130397605814451,4.933449817565137e-06
3894518.0,4846787.0,196.0,14.0,58.0,255.0,14.0,9.0,1.0,475.0,0.021052631578947368,0.00015213753232922562
2356668.0,2740255.0,131.0,219.0,266.0,202.0,17.0,19.0,49.0,634.0,0.10725552050473186,0.00041514041514041514
3059648.0,524467.0,692.0,36.0,0.0,27.0,0.0,0.0,0.0,728.0,0.0,0.0
393357.0,2751614.0,160.0,25.0,0.0,10.0,0.0,0.0,0.0,190.0,0.0,0.0
4554641.0,2108791.0,1959.0,85.0,0.0,27.0,4.0,0.0,2.0,1993.0,0.0010035122930255895,3.6239762267159525e-05
1429725.0,2113076.0,413.0,20.0,0.0,5.0,0.0,0.0,0.0,423.0,0.0,0.0
2660843.0,2108965.0,2549.0,37.0,0.0,15.0,4.0,0.0,4.0,2565.0,0.0015594541910331384,0.0001031193606599639
3381797.0,3817281.0,2891.0,529.0,0.0,16.0,0.0,0.0,0.0,3057.0,0.0,0.0
2240514.0,1876727.0,113.0,36.0,1018.0,274.0,8.0,15.0,10.0,1196.0,0.020903010033444816,0.0001298647328942174
316347.0,4529687.0,153.0,60.0,696.0,255.0,20.0,32.0,24.0,887.0,0.06313416009019165,0.0002764572009695749
4234062.0,3789342.0,500.0,18.0,0.0,35.0,1.0,0.0,0.0,536.0,0.0,0.0
4801261.0,2377647.0,112.0,23.0,43.0,87.0,2.0,1.0,1.0,245.0,0.00816326530612245,0.00011396011396011396
1949373.0,4476815.0,568.0,32.0,0.0,20.0,0.0,0.0,0.0,595.0,0.0,0.0
3431258.0,4456713.0,291.0,31.0,1335.0,83.0,5.0,39.0,7.0,1597.0,0.028804007514088917,0.00010074551682450131
1766555.0,1542309.0,121.0,167.0,0.0,7.0,0.0,0.0,0.0,262.0,0.0,0.0
4365312.0,2572397.0,203.0,49.0,0.0,8.0,0.0,0.0,0.0,224.0,0.0,0.0
3396944.0,2077087.0,262.0,62.0,0.0,14.0,0.0,0.0,0.0,281.0,0.0,0.0
