Source Node,Destination Node,Label,Out_d_source,in_d_source,out_d_dest, in_d_dest,Transitive_frnds,Out_d_common_frnds,in_d_common_frnds,Total_frnds,Jaccard_coeff,cosine
2504196.0,1745137.0,1.0,3706.0,154.0,0.0,43.0,20.0,0.0,10.0,3746.0,0.0026695141484249867,6.0248222677431016e-05
3225848.0,305271.0,1.0,50.0,16.0,435.0,434.0,6.0,7.0,4.0,824.0,0.013349514563106795,0.00019179133103183735
4360686.0,89864.0,1.0,16.0,9.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0
2299942.0,4021341.0,0.0,757.0,65.0,0.0,1.0,0.0,0.0,0.0,800.0,0.0,0.0
4298737.0,4667021.0,0.0,295.0,44.0,0.0,2.0,0.0,0.0,0.0,317.0,0.0,0.0
3862245.0,1112292.0,0.0,2837.0,44.0,0.0,1.0,0.0,0.0,0.0,2838.0,0.0,0.0
803813.0,2599979.0,1.0,17.0,15.0,34.0,38.0,8.0,6.0,15.0,66.0,0.3181818181818182,0.009114583333333334
3765935.0,164331.0,0.0,815.0,14.0,0.0,1.0,0.0,0.0,0.0,827.0,0.0,0.0
3697394.0,2242822.0,0.0,8595.0,73.0,0.0,5.0,0.0,0.0,0.0,8600.0,0.0,0.0
244006.0,3620589.0,0.0,2172.0,258.0,0.0,1.0,0.0,0.0,0.0,2221.0,0.0,0.0
806058.0,11044.0,1.0,3238.0,328.0,418.0,74.0,9.0,20.0,10.0,3736.0,0.008029978586723769,1.7099161457122144e-05
4763554.0,4461627.0,0.0,155.0,152.0,0.0,1.0,0.0,0.0,0.0,227.0,0.0,0.0
4382022.0,983101.0,0.0,121.0,114.0,0.0,1.0,0.0,0.0,0.0,220.0,0.0,0.0
622591.0,4402751.0,1.0,225.0,22.0,0.0,2.0,0.0,0.0,0.0,235.0,0.0,0.0
4122812.0,372231.0,1.0,8391.0,255.0,0.0,1.0,0.0,0.0,0.0,8443.0,0.0,0.0
4115407.0,724519.0,0.0,222.0,17.0,0.0,2.0,0.0,0.0,0.0,229.0,0.0,0.0
1356262.0,2504780.0,1.0,929.0,78.0,446.0,20.0,4.0,45.0,5.0,1338.0,0.03736920777279522,0.00010655028534166414
1449936.0,4089597.0,0.0,34.0,30.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0,0.0
1265463.0,1041121.0,1.0,290.0,494.0,250.0,174.0,16.0,28.0,48.0,952.0,0.07983193277310924,0.00022862918752406623
1545070.0,2801537.0,0.0,50.0,1.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0
919482.0,1891348.0,0.0,295.0,49.0,0.0,3.0,0.0,0.0,0.0,301.0,0.0,0.0
2719119.0,2659604.0,0.0,43.0,8.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
1020920.0,3597344.0,0.0,281.0,48.0,0.0,1.0,0.0,0.0,0.0,310.0,0.0,0.0
1373976.0,368717.0,0.0,74.0,15.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0,0.0
3510176.0,2547025.0,1.0,880.0,3.0,0.0,14.0,0.0,0.0,0.0,897.0,0.0,0.0
2425797.0,4612683.0,1.0,665.0,14.0,0.0,29.0,0.0,0.0,1.0,697.0,0.0014347202295552368,5.0784622416332335e-05
4355388.0,366718.0,1.0,25.0,18.0,769.0,229.0,7.0,7.0,10.0,847.0,0.020070838252656435,0.0003961411194481987
3962019.0,1587659.0,1.0,17.0,5.0,225.0,227.0,10.0,10.0,3.0,245.0,0.053061224489795916,0.0013073209975864844
2546710.0,3762163.0,0.0,202.0,43.0,0.0,1.0,0.0,0.0,0.0,207.0,0.0,0.0
4809009.0,3044487.0,0.0,14.0,186.0,0.0,16.0,0.0,0.0,0.0,215.0,0.0,0.0
4839837.0,3986342.0,0.0,12403.0,228.0,0.0,1.0,0.0,0.0,0.0,12407.0,0.0,0.0
3047169.0,1078940.0,1.0,281.0,61.0,16383.0,1734.0,61.0,63.0,42.0,17320.0,0.006062355658198615,1.6946378752533483e-05
4758386.0,1529209.0,1.0,1451.0,207.0,500.0,66.0,43.0,208.0,48.0,1836.0,0.1394335511982571,0.0002727966343715234
4861535.0,4281006.0,1.0,47.0,12.0,135.0,59.0,11.0,19.0,5.0,168.0,0.14285714285714285,0.0020968023763760267
1189808.0,1829562.0,1.0,209.0,30.0,0.0,5.0,0.0,0.0,3.0,235.0,0.01276595744680851,0.002510460251046025
3017876.0,1774414.0,0.0,122.0,9.0,0.0,1.0,0.0,0.0,0.0,128.0,0.0,0.0
3728915.0,207832.0,0.0,7415.0,282.0,0.0,1.0,0.0,0.0,0.0,7469.0,0.0,0.0
1435216.0,2027094.0,1.0,330.0,27.0,136.0,349.0,15.0,20.0,6.0,737.0,0.035278154681139755,0.00015016315804672385
4616896.0,4364794.0,1.0,416.0,21.0,0.0,51.0,0.0,0.0,0.0,469.0,0.0,0.0
3146666.0,177171.0,1.0,286.0,88.0,0.0,49.0,14.0,0.0,16.0,366.0,0.04371584699453552,0.0008730765033286041
2609678.0,591293.0,0.0,1795.0,66.0,0.0,1.0,0.0,0.0,0.0,1796.0,0.0,0.0
2187627.0,3992795.0,0.0,1174.0,208.0,0.0,3.0,1.0,0.0,0.0,1214.0,0.0,0.0
545825.0,149576.0,1.0,64.0,693.0,408.0,245.0,13.0,16.0,131.0,1152.0,0.12760416666666666,0.000297377614950609
989769.0,3689082.0,1.0,46.0,15.0,0.0,9.0,7.0,0.0,8.0,48.0,0.16666666666666666,0.014571948998178506
4291963.0,208784.0,0.0,56.0,30.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0
2792854.0,1089783.0,1.0,796.0,719.0,0.0,51.0,6.0,0.0,12.0,1337.0,0.008975317875841436,0.00015530964861192002
1112107.0,3416184.0,1.0,221.0,28.0,0.0,38.0,1.0,0.0,1.0,262.0,0.003816793893129771,0.0001056859015007398
1655858.0,4124401.0,0.0,98.0,15.0,0.0,3.0,0.0,0.0,0.0,106.0,0.0,0.0
4229066.0,1049472.0,0.0,71.0,16.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0
1418598.0,266442.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0
1841748.0,4073314.0,1.0,107.0,31.0,0.0,8.0,3.0,0.0,3.0,128.0,0.0234375,0.002717391304347826
3891436.0,2374680.0,1.0,88.0,77.0,16383.0,856.0,2.0,1.0,8.0,17300.0,0.0005202312138728323,3.1640730057111516e-06
692494.0,333533.0,1.0,46.0,21.0,0.0,34.0,2.0,0.0,5.0,92.0,0.05434782608695652,0.0021949078138718174
2082523.0,4783865.0,0.0,3973.0,440.0,0.0,1.0,0.0,0.0,0.0,3982.0,0.0,0.0
1731818.0,631017.0,0.0,249.0,30.0,0.0,1.0,0.0,0.0,0.0,250.0,0.0,0.0
2212670.0,28422.0,1.0,18.0,39.0,0.0,8.0,0.0,0.0,5.0,60.0,0.08333333333333333,0.010964912280701754
4353021.0,826086.0,1.0,287.0,22.0,16383.0,2683.0,15.0,2.0,5.0,18619.0,0.0003759600408185187,1.1881738006319047e-06
2958954.0,1576136.0,1.0,42.0,560.0,0.0,44.0,4.0,0.0,29.0,598.0,0.048494983277591976,0.0010948353971609785
2363454.0,1091450.0,1.0,42.0,9.0,85.0,75.0,4.0,5.0,3.0,167.0,0.04790419161676647,0.000980392156862745
2608211.0,2959398.0,0.0,36.0,5.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,0.0
404213.0,4476144.0,0.0,67.0,21.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0
2980616.0,2317963.0,1.0,159.0,36.0,119.0,114.0,27.0,22.0,21.0,323.0,0.13312693498452013,0.000946406954990646
2971784.0,1756813.0,1.0,2229.0,188.0,0.0,66.0,16.0,0.0,13.0,2305.0,0.005639913232104121,8.149346171687918e-05
967975.0,2861811.0,0.0,2161.0,110.0,0.0,1.0,0.0,0.0,0.0,2167.0,0.0,0.0
2755550.0,1151758.0,1.0,2000.0,9.0,0.0,1.0,0.0,0.0,0.0,2004.0,0.0,0.0
3317949.0,1796030.0,1.0,1680.0,228.0,0.0,611.0,77.0,0.0,74.0,2223.0,0.033288349077822764,6.347637820941715e-05
1280958.0,2911866.0,0.0,166.0,46.0,0.0,4.0,0.0,0.0,0.0,200.0,0.0,0.0
888664.0,1047108.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0
3957796.0,2032837.0,1.0,199.0,32.0,0.0,9.0,1.0,0.0,0.0,221.0,0.0,0.0
252900.0,1030418.0,0.0,117.0,5.0,0.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0
4212091.0,1992395.0,0.0,140.0,27.0,0.0,6.0,0.0,0.0,0.0,169.0,0.0,0.0
444056.0,2999744.0,0.0,73.0,101.0,0.0,1.0,0.0,0.0,0.0,142.0,0.0,0.0
926424.0,2433146.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0
966969.0,862584.0,0.0,268.0,67.0,0.0,10.0,0.0,0.0,0.0,321.0,0.0,0.0
3669573.0,891012.0,1.0,116.0,190.0,0.0,2.0,0.0,0.0,0.0,292.0,0.0,0.0
3198495.0,346691.0,0.0,597.0,49.0,0.0,4.0,0.0,0.0,0.0,625.0,0.0,0.0
3256103.0,749760.0,1.0,99.0,18.0,0.0,26.0,0.0,0.0,0.0,136.0,0.0,0.0
466078.0,2356798.0,1.0,36.0,8.0,0.0,7.0,1.0,0.0,0.0,47.0,0.0,0.0
1527395.0,3844053.0,0.0,137.0,219.0,0.0,2.0,0.0,0.0,0.0,253.0,0.0,0.0
2388653.0,2390058.0,0.0,1332.0,147.0,0.0,1.0,0.0,0.0,0.0,1335.0,0.0,0.0
783216.0,4596288.0,0.0,454.0,10.0,0.0,1.0,0.0,0.0,0.0,457.0,0.0,0.0
3037.0,2014409.0,1.0,16.0,13.0,0.0,3.0,0.0,0.0,2.0,30.0,0.06666666666666667,0.022988505747126436
612099.0,3892766.0,0.0,163.0,5.0,0.0,1.0,0.0,0.0,0.0,164.0,0.0,0.0
3742569.0,3663595.0,1.0,326.0,89.0,0.0,27.0,7.0,0.0,7.0,354.0,0.01977401129943503,0.0006247211066488174
3577147.0,2877867.0,1.0,7.0,177.0,306.0,101.0,0.0,5.0,18.0,539.0,0.04267161410018553,0.0003071253071253071
4247378.0,1519459.0,1.0,219.0,23.0,0.0,17.0,2.0,0.0,1.0,237.0,0.004219409282700422,0.00024307243558580456
2339901.0,3072125.0,1.0,88.0,11.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0
2479119.0,4726227.0,1.0,163.0,8.0,0.0,1.0,0.0,0.0,0.0,164.0,0.0,0.0
2167978.0,1304385.0,0.0,42.0,4.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0
3393642.0,293330.0,1.0,64.0,15.0,0.0,4.0,0.0,0.0,0.0,71.0,0.0,0.0
2775919.0,1436720.0,0.0,49.0,18.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0
1845941.0,3438890.0,1.0,18.0,7.0,124.0,73.0,1.0,1.0,0.0,203.0,0.0049261083743842365,0.0002030456852791878
4563919.0,2603490.0,1.0,77.0,10.0,996.0,1034.0,4.0,7.0,3.0,1959.0,0.005104645227156712,5.6621935337749844e-05
1007499.0,4283288.0,1.0,953.0,66.0,16383.0,698.0,17.0,6.0,11.0,17977.0,0.00094565277855037,9.767005779022413e-07
3217965.0,3048286.0,0.0,98.0,4.0,0.0,1.0,0.0,0.0,0.0,101.0,0.0,0.0
3342137.0,3597480.0,1.0,1880.0,23.0,0.0,48.0,2.0,0.0,0.0,1928.0,0.0,0.0
3276055.0,486842.0,0.0,559.0,51.0,0.0,1.0,1.0,0.0,1.0,567.0,0.001763668430335097,0.001639344262295082
3251404.0,3455977.0,0.0,176.0,112.0,0.0,30.0,0.0,0.0,0.0,265.0,0.0,0.0
1225667.0,1188485.0,0.0,3222.0,207.0,0.0,2.0,0.0,0.0,0.0,3298.0,0.0,0.0
3423737.0,1879795.0,0.0,102.0,28.0,0.0,89.0,0.0,0.0,0.0,208.0,0.0,0.0
2434818.0,2918486.0,0.0,110.0,41.0,0.0,1.0,0.0,0.0,0.0,127.0,0.0,0.0
3441826.0,3366019.0,1.0,161.0,47.0,0.0,10.0,0.0,0.0,0.0,211.0,0.0,0.0
1192614.0,1205308.0,0.0,578.0,158.0,0.0,10.0,0.0,0.0,0.0,657.0,0.0,0.0
2632083.0,4521987.0,0.0,1212.0,29.0,0.0,5.0,0.0,0.0,0.0,1224.0,0.0,0.0
3380447.0,903528.0,1.0,1188.0,125.0,0.0,26.0,6.0,0.0,7.0,1245.0,0.005622489959839358,0.00020505009080789736
4480100.0,546135.0,1.0,75.0,8.0,0.0,1.0,0.0,0.0,0.0,79.0,0.0,0.0
1962739.0,3198447.0,0.0,16383.0,265.0,0.0,1.0,0.0,0.0,0.0,16646.0,0.0,0.0
3505546.0,3243196.0,0.0,246.0,20.0,0.0,1.0,0.0,0.0,0.0,259.0,0.0,0.0
2839347.0,4523943.0,1.0,26.0,9.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0
3008678.0,3641100.0,1.0,79.0,42.0,0.0,10.0,0.0,0.0,1.0,118.0,0.00847457627118644,0.0008264462809917355
4816878.0,4519093.0,0.0,59.0,9.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0
4561320.0,675987.0,0.0,113.0,10.0,0.0,1.0,0.0,0.0,0.0,115.0,0.0,0.0
2837652.0,1778630.0,0.0,26.0,116.0,0.0,3.0,0.0,0.0,0.0,135.0,0.0,0.0
1593900.0,4443601.0,0.0,118.0,1.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0
3523697.0,1633955.0,0.0,401.0,55.0,0.0,5.0,0.0,0.0,0.0,423.0,0.0,0.0
4263474.0,1394665.0,0.0,147.0,49.0,0.0,1.0,0.0,0.0,0.0,167.0,0.0,0.0
2702245.0,4864348.0,1.0,277.0,2.0,0.0,206.0,0.0,0.0,0.0,484.0,0.0,0.0
1700887.0,854849.0,1.0,112.0,37.0,0.0,6.0,0.0,0.0,0.0,139.0,0.0,0.0
4129071.0,3629495.0,0.0,154.0,12.0,0.0,3.0,0.0,0.0,0.0,163.0,0.0,0.0
1046055.0,2679281.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2945770.0,3670389.0,1.0,289.0,218.0,2902.0,414.0,23.0,43.0,47.0,3307.0,0.027214998488055638,5.3532808473886696e-05
2579738.0,2142067.0,1.0,437.0,70.0,6621.0,609.0,38.0,166.0,33.0,6993.0,0.028457028457028456,5.428837219453242e-05
2094030.0,1520298.0,0.0,65.0,4.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0
1170020.0,4479132.0,0.0,36.0,6.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0
3702092.0,901493.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
3136220.0,3931612.0,1.0,23.0,3.0,0.0,2.0,1.0,0.0,1.0,25.0,0.04,0.019230769230769232
2085855.0,465830.0,1.0,44.0,12.0,0.0,4.0,1.0,0.0,1.0,49.0,0.02040816326530612,0.004464285714285714
1163255.0,2115258.0,0.0,16331.0,345.0,0.0,6.0,3.0,0.0,2.0,16382.0,0.00012208521548040532,1.9988806268489645e-05
2489562.0,1332391.0,1.0,60.0,248.0,319.0,376.0,16.0,6.0,99.0,835.0,0.12574850299401197,0.0004905166775670373
1425438.0,2876214.0,0.0,347.0,29.0,0.0,1.0,0.0,0.0,0.0,348.0,0.0,0.0
4773035.0,4103806.0,0.0,57.0,25.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0,0.0
1484429.0,2925131.0,1.0,192.0,38.0,0.0,114.0,11.0,0.0,12.0,296.0,0.04054054054054054,0.0004576659038901602
1564623.0,744823.0,1.0,2169.0,76.0,0.0,53.0,12.0,0.0,11.0,2210.0,0.004977375565610859,9.24486279783166e-05
437367.0,1568910.0,0.0,273.0,179.0,0.0,1.0,0.0,0.0,0.0,391.0,0.0,0.0
3549521.0,2294410.0,1.0,94.0,4.0,0.0,9.0,0.0,0.0,0.0,103.0,0.0,0.0
4158699.0,843268.0,0.0,35.0,18.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0
3691834.0,4130423.0,1.0,668.0,78.0,0.0,109.0,17.0,0.0,19.0,789.0,0.024081115335868188,0.0002336621000073788
2902588.0,4577687.0,0.0,64.0,83.0,0.0,1.0,0.0,0.0,0.0,140.0,0.0,0.0
1707083.0,4829715.0,0.0,524.0,25.0,0.0,4.0,0.0,0.0,0.0,535.0,0.0,0.0
4263687.0,3034091.0,1.0,719.0,83.0,0.0,660.0,27.0,0.0,18.0,1380.0,0.013043478260869565,3.4005894355021537e-05
2587345.0,4360068.0,0.0,17.0,51.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0
3438453.0,3222068.0,0.0,50.0,123.0,0.0,1.0,0.0,0.0,0.0,157.0,0.0,0.0
3199331.0,4088516.0,1.0,82.0,25.0,0.0,17.0,2.0,0.0,1.0,117.0,0.008547008547008548,0.0005497526113249038
178544.0,728902.0,1.0,1451.0,235.0,9763.0,283.0,56.0,160.0,50.0,11075.0,0.018961625282167043,1.2398482992469516e-05
4758855.0,4001448.0,1.0,915.0,9.0,0.0,3.0,1.0,0.0,0.0,918.0,0.0,0.0
2942031.0,1675484.0,1.0,852.0,129.0,0.0,10.0,1.0,0.0,1.0,894.0,0.0011185682326621924,0.00010193679918450561
979187.0,3053979.0,0.0,114.0,14.0,0.0,4.0,0.0,0.0,0.0,128.0,0.0,0.0
4315831.0,2452314.0,0.0,2851.0,287.0,0.0,1.0,0.0,0.0,0.0,2906.0,0.0,0.0
4432365.0,1515712.0,1.0,77.0,36.0,0.0,1081.0,2.0,0.0,0.0,1173.0,0.0,0.0
3401324.0,2083622.0,1.0,2600.0,67.0,16383.0,1102.0,8.0,15.0,9.0,19974.0,0.0012015620306398318,5.146625759569588e-07
2718035.0,2289463.0,1.0,23.0,10.0,226.0,154.0,5.0,5.0,5.0,264.0,0.03787878787878788,0.0007974481658692185
120225.0,3669274.0,1.0,103.0,8.0,0.0,17.0,3.0,0.0,1.0,118.0,0.00847457627118644,0.0005299417064122947
234827.0,4223816.0,1.0,59.0,10.0,0.0,82.0,2.0,0.0,2.0,141.0,0.014184397163120567,0.0003534817956875221
2760425.0,3207604.0,1.0,138.0,3.0,0.0,47.0,2.0,0.0,0.0,184.0,0.0,0.0
943237.0,3172308.0,0.0,201.0,24.0,0.0,1.0,0.0,0.0,0.0,207.0,0.0,0.0
72338.0,2558497.0,1.0,566.0,89.0,342.0,397.0,33.0,31.0,31.0,1189.0,0.05214465937762826,0.00012808726461382722
1416730.0,2263784.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
1195458.0,3146756.0,0.0,95.0,83.0,0.0,1.0,0.0,0.0,0.0,165.0,0.0,0.0
1233792.0,3042721.0,0.0,1392.0,26.0,0.0,2.0,0.0,0.0,0.0,1395.0,0.0,0.0
2944712.0,433102.0,1.0,127.0,142.0,151.0,62.0,25.0,36.0,46.0,335.0,0.24477611940298508,0.001431139501195525
4550172.0,1323034.0,0.0,2.0,1.0,0.0,30.0,0.0,0.0,0.0,33.0,0.0,0.0
3458645.0,529409.0,1.0,852.0,41.0,0.0,12.0,0.0,0.0,0.0,874.0,0.0,0.0
835108.0,4658735.0,0.0,2933.0,97.0,80.0,4.0,0.0,1.0,0.0,3013.0,0.00033189512114171923,3.928964325003929e-06
2540798.0,2635712.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0
1030677.0,2892792.0,1.0,72.0,8.0,560.0,139.0,3.0,5.0,1.0,682.0,0.008797653958944282,0.00010729613733905579
3540806.0,3213396.0,1.0,704.0,790.0,0.0,42.0,10.0,0.0,25.0,1336.0,0.0187125748502994,0.0003984190731178683
1943424.0,1320491.0,1.0,191.0,10.0,0.0,5.0,1.0,0.0,0.0,198.0,0.0,0.0
3986360.0,2785306.0,0.0,136.0,57.0,0.0,1.0,0.0,0.0,0.0,170.0,0.0,0.0
4278155.0,1105462.0,0.0,111.0,81.0,0.0,17.0,0.0,0.0,0.0,171.0,0.0,0.0
2992175.0,48962.0,0.0,610.0,63.0,0.0,8.0,1.0,0.0,0.0,647.0,0.0,0.0
111340.0,4728667.0,1.0,833.0,233.0,0.0,23.0,4.0,0.0,4.0,1050.0,0.0038095238095238095,0.00016314544416347175
3626939.0,3044750.0,1.0,29.0,36.0,226.0,474.0,9.0,7.0,20.0,545.0,0.04954128440366973,0.0005934065934065934
1482699.0,840652.0,0.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0
1334635.0,3852679.0,0.0,155.0,12.0,0.0,7.0,0.0,0.0,0.0,164.0,0.0,0.0
2866908.0,2562377.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
2691713.0,3373111.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0
4263272.0,3539851.0,0.0,64.0,12.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0
727990.0,81647.0,1.0,276.0,7.0,170.0,246.0,1.0,7.0,1.0,674.0,0.011869436201780416,6.79532481652623e-05
235841.0,2451387.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
3166609.0,2580921.0,0.0,32.0,7.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0
3669041.0,2540759.0,1.0,416.0,15.0,0.0,91.0,10.0,0.0,4.0,502.0,0.00796812749003984,0.00010198618087249177
3196696.0,1749983.0,1.0,298.0,58.0,0.0,12.0,7.0,0.0,7.0,319.0,0.0219435736677116,0.0016385767790262173
54255.0,32936.0,1.0,131.0,35.0,0.0,27.0,4.0,0.0,9.0,174.0,0.05172413793103448,0.002008032128514056
718239.0,1832739.0,1.0,69.0,15.0,0.0,57.0,0.0,0.0,2.0,138.0,0.014492753623188406,0.0004177109440267335
804053.0,2447744.0,0.0,536.0,74.0,0.0,19.0,0.0,0.0,0.0,563.0,0.0,0.0
1215018.0,4118679.0,0.0,386.0,38.0,0.0,1.0,0.0,0.0,0.0,393.0,0.0,0.0
4434868.0,3437872.0,1.0,280.0,84.0,0.0,1.0,0.0,0.0,0.0,321.0,0.0,0.0
1421720.0,4508817.0,0.0,5201.0,95.0,0.0,1.0,0.0,0.0,0.0,5220.0,0.0,0.0
2001076.0,2666737.0,1.0,5074.0,188.0,0.0,1.0,0.0,0.0,0.0,5097.0,0.0,0.0
350938.0,1410455.0,1.0,456.0,90.0,0.0,32.0,7.0,0.0,7.0,499.0,0.014028056112224449,0.00040064102564102563
1151350.0,128285.0,0.0,180.0,254.0,0.0,1.0,0.0,0.0,0.0,375.0,0.0,0.0
2127640.0,1173425.0,0.0,72.0,20.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0
3664353.0,4591669.0,0.0,19.0,8.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0
2404006.0,1394635.0,0.0,51.0,9.0,0.0,49.0,0.0,0.0,0.0,101.0,0.0,0.0
1332472.0,794020.0,0.0,71.0,17.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
1962177.0,155696.0,1.0,1106.0,309.0,0.0,67.0,7.0,0.0,19.0,1331.0,0.014274981217129978,0.00020041137070829599
4817841.0,4668155.0,1.0,141.0,8.0,53.0,553.0,3.0,3.0,0.0,744.0,0.004032258064516129,3.3224798989966113e-05
3077658.0,2469684.0,0.0,174.0,15.0,0.0,5.0,0.0,0.0,0.0,182.0,0.0,0.0
322584.0,2106502.0,1.0,16.0,1.0,0.0,140.0,0.0,0.0,0.0,157.0,0.0,0.0
4811320.0,3242875.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0
4158699.0,1362309.0,1.0,35.0,18.0,79.0,440.0,8.0,4.0,6.0,519.0,0.019267822736030827,0.00036354382520812885
1680505.0,4791620.0,1.0,776.0,45.0,0.0,3.0,2.0,0.0,2.0,797.0,0.002509410288582183,0.0008120178643930166
2829060.0,50483.0,0.0,167.0,18.0,0.0,1.0,0.0,0.0,0.0,177.0,0.0,0.0
4261553.0,377711.0,1.0,214.0,59.0,0.0,3.0,0.0,0.0,0.0,234.0,0.0,0.0
3576051.0,348655.0,1.0,737.0,61.0,0.0,8.0,5.0,0.0,4.0,747.0,0.00535475234270415,0.0006265664160401002
543004.0,1706817.0,1.0,16383.0,456.0,0.0,5.0,0.0,0.0,0.0,16781.0,0.0,0.0
141470.0,4568915.0,0.0,36.0,2.0,0.0,18.0,0.0,0.0,0.0,55.0,0.0,0.0
3521553.0,1399895.0,1.0,86.0,14.0,0.0,6.0,0.0,0.0,0.0,96.0,0.0,0.0
1910584.0,1466497.0,1.0,42.0,9.0,0.0,5.0,2.0,0.0,3.0,47.0,0.06382978723404255,0.011764705882352941
4715277.0,3191796.0,0.0,206.0,197.0,0.0,1.0,0.0,0.0,0.0,333.0,0.0,0.0
4303581.0,2608108.0,0.0,176.0,55.0,0.0,1.0,0.0,0.0,0.0,190.0,0.0,0.0
160718.0,4666799.0,0.0,4432.0,52.0,0.0,1.0,1.0,0.0,0.0,4432.0,0.0,0.0
2376171.0,1269446.0,0.0,698.0,148.0,0.0,1.0,0.0,0.0,0.0,710.0,0.0,0.0
614799.0,3764742.0,0.0,99.0,7.0,0.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0
713622.0,1736557.0,0.0,283.0,66.0,0.0,1.0,0.0,0.0,0.0,295.0,0.0,0.0
2570254.0,2354289.0,1.0,100.0,81.0,0.0,25.0,0.0,0.0,0.0,168.0,0.0,0.0
2208088.0,3243855.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
699522.0,528636.0,1.0,243.0,57.0,0.0,17.0,8.0,0.0,9.0,262.0,0.03435114503816794,0.0017647058823529412
2717603.0,4558537.0,1.0,91.0,10.0,0.0,57.0,0.0,0.0,0.0,153.0,0.0,0.0
4451834.0,4179826.0,0.0,32.0,15.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0
285208.0,222675.0,0.0,514.0,66.0,0.0,4.0,0.0,0.0,0.0,535.0,0.0,0.0
818799.0,4847436.0,1.0,44.0,57.0,0.0,2.0,1.0,0.0,1.0,95.0,0.010526315789473684,0.0049504950495049506
1788340.0,3665828.0,0.0,614.0,47.0,0.0,7.0,0.0,0.0,0.0,642.0,0.0,0.0
4257426.0,1990033.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
618937.0,3031267.0,1.0,1258.0,795.0,0.0,37.0,2.0,0.0,6.0,1801.0,0.003331482509716824,7.89879016863917e-05
3467092.0,1750272.0,0.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0
1276765.0,3537517.0,1.0,133.0,104.0,60.0,43.0,5.0,5.0,13.0,270.0,0.06666666666666667,0.000737372496005899
1050790.0,2902330.0,0.0,77.0,15.0,0.0,1.0,0.0,0.0,0.0,84.0,0.0,0.0
1538802.0,864222.0,1.0,109.0,20.0,0.0,28.0,4.0,0.0,5.0,136.0,0.03676470588235294,0.0013842746400885937
4129919.0,2223299.0,0.0,15.0,77.0,0.0,1.0,0.0,0.0,0.0,84.0,0.0,0.0
3553746.0,768408.0,0.0,855.0,61.0,0.0,1.0,1.0,0.0,0.0,884.0,0.0,0.0
3236793.0,197773.0,1.0,76.0,2.0,0.0,177.0,0.0,0.0,0.0,254.0,0.0,0.0
